match_id,inning_number,batting_team,bowling_team,session_number,runs_scored,wickets_fallen,session_winner
1019995,4,Pakistan,New Zealand,3,98,6,-1
1019995,4,Pakistan,New Zealand,4,1,3,-1
1020041,1,South Africa,New Zealand,1,63,3,-1
1020041,1,South Africa,New Zealand,2,89,1,1
1020041,1,South Africa,New Zealand,3,77,0,1
1020041,1,South Africa,New Zealand,4,73,4,-1
1020041,1,South Africa,New Zealand,5,6,2,-1
1020041,2,New Zealand,South Africa,1,92,1,1
1020041,2,New Zealand,South Africa,2,95,3,0
1020041,2,New Zealand,South Africa,3,85,1,1
1020041,2,New Zealand,South Africa,4,69,5,-1
1020041,3,South Africa,New Zealand,1,55,2,-1
1020041,3,South Africa,New Zealand,2,76,1,1
1020041,3,South Africa,New Zealand,3,64,1,1
1020043,1,New Zealand,South Africa,1,101,4,-1
1020043,1,New Zealand,South Africa,2,73,1,1
1020043,1,New Zealand,South Africa,3,94,5,-1
1020043,2,South Africa,New Zealand,1,93,5,-1
1020043,2,South Africa,New Zealand,2,124,1,1
1020043,2,South Africa,New Zealand,3,108,3,0
1020043,2,South Africa,New Zealand,4,34,1,-1
1020043,3,New Zealand,South Africa,1,71,3,-1
1020043,3,New Zealand,South Africa,2,92,4,-1
1020043,3,New Zealand,South Africa,3,8,3,-1
1020045,1,South Africa,New Zealand,1,85,3,-1
1020045,1,South Africa,New Zealand,2,98,2,1
1020045,1,South Africa,New Zealand,3,131,5,-1
1020045,2,New Zealand,South Africa,1,83,0,1
1020045,2,New Zealand,South Africa,2,90,1,1
1020045,2,New Zealand,South Africa,3,104,1,1
1020045,2,New Zealand,South Africa,4,74,2,0
1020045,2,New Zealand,South Africa,5,88,2,0
1020045,2,New Zealand,South Africa,6,50,4,-1
1020045,3,South Africa,New Zealand,1,61,5,-1
1022593,1,India,West Indies,1,83,2,0
1022593,1,India,West Indies,2,117,1,1
1022593,1,India,West Indies,3,102,1,1
1022593,1,India,West Indies,4,104,1,1
1022593,1,India,West Indies,5,92,1,1
1022593,2,West Indies,India,1,66,1,1
1022593,2,West Indies,India,2,57,4,-1
1022593,2,West Indies,India,3,120,4,0
1022593,2,West Indies,India,4,0,1,-1
1022593,3,West Indies,India,1,76,2,0
1022593,3,West Indies,India,2,78,6,-1
1022593,3,West Indies,India,3,77,2,0
1022595,1,West Indies,India,1,115,5,-1
1022595,1,West Indies,India,2,81,5,-1
1022595,2,India,West Indies,1,112,1,1
1022595,2,India,West Indies,2,69,0,1
1022595,2,India,West Indies,3,77,1,1
1022595,2,India,West Indies,4,91,3,0
1022595,2,India,West Indies,5,74,0,1
1022595,3,West Indies,India,1,127,4,0
1022595,3,West Indies,India,2,113,1,1
1022595,3,West Indies,India,3,93,1,1
1022597,1,India,West Indies,1,94,4,-1
1022597,1,India,West Indies,2,46,1,-1
1022597,1,India,West Indies,3,94,0,1
1022597,1,India,West Indies,4,96,0,1
1022597,1,India,West Indies,5,23,5,-1
1022597,2,West Indies,India,1,72,1,1
1022597,2,West Indies,India,2,70,2,0
1022597,2,West Indies,India,3,61,2,0
1022597,2,West Indies,India,4,22,5,-1
1022597,3,India,West Indies,1,113,3,0
1022597,4,West Indies,India,1,79,5,-1
1022597,4,West Indies,India,2,29,5,-1
1024041,1,Zimbabwe,New Zealand,1,67,4,-1
1024041,1,Zimbabwe,New Zealand,2,65,4,-1
1024041,1,Zimbabwe,New Zealand,3,32,2,-1
1024041,2,New Zealand,Zimbabwe,1,84,1,1
1024041,2,New Zealand,Zimbabwe,2,117,0,1
1024041,2,New Zealand,Zimbabwe,3,87,2,0
1024041,2,New Zealand,Zimbabwe,4,93,2,1
1024041,2,New Zealand,Zimbabwe,5,115,0,1
1024041,3,Zimbabwe,New Zealand,1,151,6,-1
1024041,3,Zimbabwe,New Zealand,2,109,1,1
1024041,3,Zimbabwe,New Zealand,3,35,3,-1
1024043,1,New Zealand,Zimbabwe,1,110,0,1
1024043,1,New Zealand,Zimbabwe,2,98,1,1
1024043,1,New Zealand,Zimbabwe,3,121,1,1
1024043,1,New Zealand,Zimbabwe,4,115,2,1
1024043,1,New Zealand,Zimbabwe,5,138,0,1
1024043,2,Zimbabwe,New Zealand,1,55,0,-1
1024043,2,Zimbabwe,New Zealand,2,57,3,-1
1024043,2,Zimbabwe,New Zealand,3,100,2,1
1024043,2,Zimbabwe,New Zealand,4,93,1,1
1024043,2,Zimbabwe,New Zealand,5,57,4,-1
1024043,3,New Zealand,Zimbabwe,1,107,2,1
1024043,4,Zimbabwe,New Zealand,1,62,3,-1
1024043,4,Zimbabwe,New Zealand,2,68,2,0
1024043,4,Zimbabwe,New Zealand,3,2,5,-1
1029825,1,England,Bangladesh,1,84,4,-1
1029825,1,England,Bangladesh,2,89,1,1
1029825,1,England,Bangladesh,3,80,2,0
1029825,1,England,Bangladesh,4,40,3,-1
1029825,2,Bangladesh,England,1,84,2,0
1029825,2,Bangladesh,England,2,100,2,1
1029825,2,Bangladesh,England,3,64,6,-1
1029825,3,England,Bangladesh,1,66,5,-1
1029825,3,England,Bangladesh,2,111,0,1
1029825,3,England,Bangladesh,3,63,5,-1
1029825,4,Bangladesh,England,1,108,4,-1
1029825,4,Bangladesh,England,2,92,1,1
1029825,4,Bangladesh,England,3,63,5,-1
1029827,1,Bangladesh,England,1,122,1,1
1029827,1,Bangladesh,England,2,91,7,-1
1029827,1,Bangladesh,England,3,7,2,-1
1029827,2,England,Bangladesh,1,109,5,-1
1029827,2,England,Bangladesh,2,79,3,-1
1029827,2,England,Bangladesh,3,56,2,-1
1029827,3,Bangladesh,England,1,150,2,1
1029827,3,Bangladesh,England,2,117,4,-1
1029827,3,Bangladesh,England,3,29,4,-1
1029827,4,England,Bangladesh,1,118,2,1
1029827,4,England,Bangladesh,2,46,8,-1
1030213,1,India,New Zealand,1,100,1,1
1030213,1,India,New Zealand,2,88,3,-1
1030213,1,India,New Zealand,3,103,5,-1
1030213,1,India,New Zealand,4,27,1,-1
1030213,2,New Zealand,India,1,97,1,1
1030213,2,New Zealand,India,2,75,3,-1
1030213,2,New Zealand,India,3,79,1,1
1030213,2,New Zealand,India,4,11,5,-1
1030213,3,India,New Zealand,1,111,1,1
1030213,3,India,New Zealand,2,85,1,1
1030213,3,India,New Zealand,3,84,3,-1
1030213,4,New Zealand,India,1,85,4,-1
1030213,4,New Zealand,India,2,85,1,1
1030213,4,New Zealand,India,3,66,5,-1
1030215,1,India,New Zealand,1,62,3,-1
1030215,1,India,New Zealand,2,80,0,1
1030215,1,India,New Zealand,3,110,4,-1
1030215,1,India,New Zealand,4,64,3,-1
1030215,2,New Zealand,India,1,110,5,-1
1030215,2,New Zealand,India,2,94,5,-1
1030215,3,India,New Zealand,1,105,5,-1
1030215,3,India,New Zealand,2,104,1,1
1030215,3,India,New Zealand,3,54,4,-1
1030215,4,New Zealand,India,1,92,1,1
1030215,4,New Zealand,India,2,64,4,-1
1030215,4,New Zealand,India,3,41,5,-1
1030217,1,India,New Zealand,1,86,2,0
1030217,1,India,New Zealand,2,75,1,1
1030217,1,India,New Zealand,3,106,0,1
1030217,1,India,New Zealand,4,101,0,1
1030217,1,India,New Zealand,5,99,1,1
1030217,2,New Zealand,India,1,101,0,1
1030217,2,New Zealand,India,2,83,5,-1
1030217,2,New Zealand,India,3,110,4,-1
1030217,2,New Zealand,India,4,0,1,-1
1030217,3,India,New Zealand,1,110,2,1
1030217,4,New Zealand,India,1,127,6,-1
1030217,4,New Zealand,India,2,26,4,-1
1031437,1,England,South Africa,1,98,4,-1
1031437,1,England,South Africa,2,115,1,1
1031437,1,England,South Africa,3,154,2,1
1031437,1,England,South Africa,4,91,3,0
1031437,2,South Africa,England,1,91,2,1
1031437,2,South Africa,England,2,98,2,1
1031437,2,South Africa,England,3,116,3,0
1031437,2,South Africa,England,4,56,3,-1
1031437,3,England,South Africa,1,72,0,1
1031437,3,England,South Africa,2,66,1,1
1031437,3,England,South Africa,3,95,9,-1
1031437,4,South Africa,England,1,74,7,-1
1031437,4,South Africa,England,2,45,3,-1
1031439,1,South Africa,England,1,83,2,0
1031439,1,South Africa,England,2,116,2,1
1031439,1,South Africa,England,3,110,2,1
1031439,1,South Africa,England,4,26,4,-1
1031439,2,England,South Africa,1,143,4,0
1031439,2,England,South Africa,2,62,6,-1
1031439,3,South Africa,England,1,94,1,1
1031439,3,South Africa,England,2,92,2,1
1031439,3,South Africa,England,3,87,2,0
1031439,4,England,South Africa,1,84,5,-1
1031439,4,England,South Africa,2,49,5,-1
1031441,1,England,South Africa,1,101,2,1
1031441,1,England,South Africa,2,73,2,0
1031441,1,England,South Africa,3,105,2,1
1031441,1,England,South Africa,4,74,4,-1
1031441,2,South Africa,England,1,76,7,-1
1031441,2,South Africa,England,2,99,3,0
1031441,3,England,South Africa,1,98,2,1
1031441,3,England,South Africa,2,84,2,0
1031441,4,South Africa,England,1,100,4,-1
1031441,4,South Africa,England,2,87,2,0
1031441,4,South Africa,England,3,65,4,-1
1031443,1,England,South Africa,1,67,1,1
1031443,1,England,South Africa,2,98,3,0
1031443,1,England,South Africa,3,95,2,1
1031443,1,England,South Africa,4,102,4,-1
1031443,2,South Africa,England,1,87,3,-1
1031443,2,South Africa,England,2,95,4,-1
1031443,2,South Africa,England,3,44,3,-1
1031443,3,England,South Africa,1,72,4,-1
1031443,3,England,South Africa,2,111,3,0
1031443,3,England,South Africa,3,60,3,-1
1031443,4,South Africa,England,1,75,3,-1
1031443,4,South Africa,England,2,113,4,-1
1031443,4,South Africa,England,3,14,3,-1
1031659,1,England,West Indies,1,110,2,1
1031659,1,England,West Indies,2,136,0,1
1031659,1,England,West Indies,3,102,1,1
1031659,1,England,West Indies,4,114,1,1
1031659,2,West Indies,England,1,96,5,-1
1031659,2,West Indies,England,2,72,5,-1
1031659,3,West Indies,England,1,99,4,-1
1031659,3,West Indies,England,2,38,6,-1
1031661,1,England,West Indies,1,71,4,-1
1031661,1,England,West Indies,2,149,2,1
1031661,1,England,West Indies,3,38,4,-1
1031661,2,West Indies,England,1,74,3,-1
1031661,2,West Indies,England,2,88,0,1
1031661,2,West Indies,England,3,120,1,1
1031661,2,West Indies,England,4,125,5,-1
1031661,2,West Indies,England,5,20,1,-1
1031661,3,England,West Indies,1,81,2,0
1031661,3,England,West Indies,2,98,1,1
1031661,3,England,West Indies,3,81,1,1
1031661,3,England,West Indies,4,143,3,1
1031661,4,West Indies,England,1,87,2,0
1031661,4,West Indies,England,2,111,1,1
1031661,4,West Indies,England,3,118,1,1
1031663,1,West Indies,England,1,71,2,0
1031663,1,West Indies,England,2,52,8,-1
1031663,2,England,West Indies,1,90,5,-1
1031663,2,England,West Indies,2,104,5,-1
1031663,3,West Indies,England,1,93,3,0
1031663,3,West Indies,England,2,67,5,-1
1031663,3,West Indies,England,3,17,2,-1
1034809,1,England,India,1,90,2,1
1034809,1,England,India,2,109,1,1
1034809,1,England,India,3,105,1,1
1034809,1,England,India,4,137,1,1
1034809,1,England,India,5,72,3,-1
1034809,1,England,India,6,24,2,-1
1034809,2,India,England,1,95,1,1
1034809,2,India,England,2,96,0,1
1034809,2,India,England,3,80,0,1
1034809,2,India,England,4,90,5,-1
1034809,2,India,England,5,75,1,1
1034809,2,India,England,6,52,3,-1
1034809,3,England,India,1,92,0,1
1034809,3,England,India,2,93,1,1
1034809,4,India,England,1,89,4,-1
1034811,1,India,England,1,99,2,1
1034811,1,India,England,2,127,0,1
1034811,1,India,England,3,91,2,1
1034811,1,India,England,4,99,3,0
1034811,1,India,England,5,39,3,-1
1034811,2,England,India,1,74,3,-1
1034811,2,England,India,2,64,2,0
1034811,2,England,India,3,86,1,1
1034811,2,England,India,4,31,4,-1
1034811,3,India,England,1,85,3,-1
1034811,3,India,England,2,99,6,-1
1034811,3,India,England,3,20,1,-1
1034811,4,England,India,1,42,0,-1
1034811,4,England,India,2,45,2,-1
1034811,4,England,India,3,38,4,-1
1034811,4,England,India,4,33,4,-1
1034813,1,England,India,1,98,4,-1
1034813,1,England,India,2,99,1,1
1034813,1,England,India,3,71,3,-1
1034813,1,England,India,4,15,2,-1
1034813,2,India,England,1,81,2,0
1034813,2,India,England,2,99,3,0
1034813,2,India,England,3,110,1,1
1034813,2,India,England,4,72,1,1
1034813,2,India,England,5,55,3,-1
1034813,3,England,India,1,64,2,0
1034813,3,England,India,2,73,4,-1
1034813,3,England,India,3,98,3,0
1034813,3,England,India,4,1,1,-1
1034815,1,England,India,1,114,1,1
1034815,1,England,India,2,79,1,1
1034815,1,England,India,3,81,3,-1
1034815,1,England,India,4,94,3,0
1034815,1,England,India,5,32,2,-1
1034815,2,India,England,1,87,1,1
1034815,2,India,England,2,82,1,1
1034815,2,India,England,3,99,1,1
1034815,2,India,England,4,101,4,-1
1034815,2,India,England,5,118,0,1
1034815,2,India,England,6,128,2,1
1034815,2,India,England,7,16,1,-1
1034815,3,England,India,1,116,3,0
1034815,3,England,India,2,79,7,-1
1034817,1,England,India,1,68,2,0
1034817,1,England,India,2,114,1,1
1034817,1,England,India,3,102,1,1
1034817,1,England,India,4,72,3,-1
1034817,1,England,India,5,96,1,1
1034817,1,England,India,6,25,2,-1
1034817,2,India,England,1,104,0,1
1034817,2,India,England,2,107,2,1
1034817,2,India,England,3,108,1,1
1034817,2,India,England,4,106,1,1
1034817,2,India,England,5,100,1,1
1034817,2,India,England,6,152,1,1
1034817,3,England,India,1,71,0,1
1034817,3,England,India,2,72,4,-1
1034817,3,England,India,3,64,6,-1
1041761,1,India,Bangladesh,1,96,1,1
1041761,1,India,Bangladesh,2,122,1,1
1041761,1,India,Bangladesh,3,138,1,1
1041761,1,India,Bangladesh,4,120,1,1
1041761,1,India,Bangladesh,5,137,2,1
1041761,2,Bangladesh,India,1,93,3,0
1041761,2,Bangladesh,India,2,117,1,1
1041761,2,Bangladesh,India,3,67,2,0
1041761,2,Bangladesh,India,4,91,2,1
1041761,2,Bangladesh,India,5,20,2,-1
1041761,4,Bangladesh,India,1,99,3,0
1041761,4,Bangladesh,India,2,71,2,0
1041761,4,Bangladesh,India,3,72,2,0
1041761,4,Bangladesh,India,4,8,3,-1
1050229,1,Pakistan,West Indies,1,87,0,1
1050229,1,Pakistan,West Indies,2,98,0,1
1050229,1,Pakistan,West Indies,3,94,1,1
1050229,1,Pakistan,West Indies,4,112,1,1
1050229,1,Pakistan,West Indies,5,163,1,1
1050229,2,West Indies,Pakistan,1,87,2,0
1050229,2,West Indies,Pakistan,2,65,0,1
1050229,2,West Indies,Pakistan,3,106,1,1
1050229,2,West Indies,Pakistan,4,85,4,-1
1050229,2,West Indies,Pakistan,5,14,3,-1
1050229,3,Pakistan,West Indies,1,119,7,-1
1050229,3,Pakistan,West Indies,2,4,3,-1
1050229,4,West Indies,Pakistan,1,93,2,1
1050229,4,West Indies,Pakistan,2,67,2,0
1050229,4,West Indies,Pakistan,3,87,2,0
1050229,4,West Indies,Pakistan,4,42,4,-1
1050231,1,Pakistan,West Indies,1,94,2,1
1050231,1,Pakistan,West Indies,2,110,1,1
1050231,1,Pakistan,West Indies,3,129,2,1
1050231,1,Pakistan,West Indies,4,119,5,-1
1050231,2,West Indies,Pakistan,1,67,2,0
1050231,2,West Indies,Pakistan,2,74,3,-1
1050231,2,West Indies,Pakistan,3,64,4,-1
1050231,2,West Indies,Pakistan,4,19,1,-1
1050231,3,Pakistan,West Indies,1,88,0,1
1050231,3,Pakistan,West Indies,2,111,2,1
1050231,4,West Indies,Pakistan,1,83,2,0
1050231,4,West Indies,Pakistan,2,84,2,0
1050231,4,West Indies,Pakistan,3,103,3,0
1050231,4,West Indies,Pakistan,4,52,3,-1
1050233,1,Pakistan,West Indies,1,83,2,0
1050233,1,Pakistan,West Indies,2,93,2,1
1050233,1,Pakistan,West Indies,3,104,4,-1
1050233,1,Pakistan,West Indies,4,1,2,-1
1050233,2,West Indies,Pakistan,1,88,4,-1
1050233,2,West Indies,Pakistan,2,94,1,1
1050233,2,West Indies,Pakistan,3,101,2,1
1050233,2,West Indies,Pakistan,4,54,3,-1
1050233,3,Pakistan,West Indies,1,71,4,-1
1050233,3,Pakistan,West Indies,2,71,1,1
1050233,3,Pakistan,West Indies,3,66,5,-1
1050233,4,West Indies,Pakistan,1,82,5,-1
1059702,1,Sri Lanka,Zimbabwe,1,98,0,1
1059702,1,Sri Lanka,Zimbabwe,2,90,1,1
1059702,1,Sri Lanka,Zimbabwe,3,129,3,1
1059702,1,Sri Lanka,Zimbabwe,4,80,1,1
1059702,1,Sri Lanka,Zimbabwe,5,124,3,1
1059702,1,Sri Lanka,Zimbabwe,6,16,2,-1
1059702,2,Zimbabwe,Sri Lanka,1,93,3,0
1059702,2,Zimbabwe,Sri Lanka,2,132,3,1
1059702,2,Zimbabwe,Sri Lanka,3,93,1,1
1059702,2,Zimbabwe,Sri Lanka,4,55,3,-1
1059702,3,Sri Lanka,Zimbabwe,1,99,2,1
1059702,3,Sri Lanka,Zimbabwe,2,140,3,1
1059702,4,Zimbabwe,Sri Lanka,1,72,2,0
1059702,4,Zimbabwe,Sri Lanka,2,64,4,-1
1059702,4,Zimbabwe,Sri Lanka,3,50,3,-1
1059702,4,Zimbabwe,Sri Lanka,4,0,1,-1
1059703,1,Sri Lanka,Zimbabwe,1,121,4,0
1059703,1,Sri Lanka,Zimbabwe,2,72,0,1
1059703,1,Sri Lanka,Zimbabwe,3,97,1,1
1059703,1,Sri Lanka,Zimbabwe,4,120,2,1
1059703,1,Sri Lanka,Zimbabwe,5,94,3,0
1059703,2,Zimbabwe,Sri Lanka,1,113,2,1
1059703,2,Zimbabwe,Sri Lanka,2,84,2,0
1059703,2,Zimbabwe,Sri Lanka,3,75,6,-1
1059703,3,Sri Lanka,Zimbabwe,1,68,3,-1
1059703,3,Sri Lanka,Zimbabwe,2,84,1,1
1059703,4,Zimbabwe,Sri Lanka,1,118,5,-1
1059703,4,Zimbabwe,Sri Lanka,2,115,5,-1
1062573,1,Australia,India,1,82,1,1
1062573,1,Australia,India,2,67,2,0
1062573,1,Australia,India,3,101,6,-1
1062573,1,Australia,India,4,10,1,-1
1062573,2,India,Australia,1,88,3,-1
1062573,2,India,Australia,2,17,7,-1
1062573,3,Australia,India,1,86,3,-1
1062573,3,Australia,India,2,98,2,1
1062573,3,Australia,India,3,101,5,-1
1062573,4,India,Australia,1,102,7,-1
1062573,4,India,Australia,2,5,3,-1
1062574,1,India,Australia,1,75,2,0
1062574,1,India,Australia,2,95,3,0
1062574,1,India,Australia,3,19,5,-1
1062574,2,Australia,India,1,61,1,1
1062574,2,Australia,India,2,54,1,-1
1062574,2,Australia,India,3,72,3,-1
1062574,2,Australia,India,4,87,2,0
1062574,2,Australia,India,5,2,3,-1
1062574,3,India,Australia,1,96,2,1
1062574,3,India,Australia,2,87,2,0
1062574,3,India,Australia,3,75,5,-1
1062574,3,India,Australia,4,16,1,-1
1062574,4,Australia,India,1,103,7,-1
1062574,4,Australia,India,2,9,3,-1
1062575,1,Australia,India,1,109,3,0
1062575,1,Australia,India,2,85,1,1
1062575,1,Australia,India,3,105,0,1
1062575,1,Australia,India,4,104,3,0
1062575,1,Australia,India,5,48,3,-1
1062575,2,India,Australia,1,91,0,1
1062575,2,India,Australia,2,60,1,1
1062575,2,India,Australia,3,117,2,1
1062575,2,India,Australia,4,71,3,-1
1062575,2,India,Australia,5,65,0,1
1062575,2,India,Australia,6,76,0,1
1062575,2,India,Australia,7,123,3,1
1062575,3,Australia,India,1,63,4,-1
1062575,3,Australia,India,2,70,0,1
1062575,3,Australia,India,3,50,0,-1
1062576,1,Australia,India,1,127,1,1
1062576,1,Australia,India,2,81,5,-1
1062576,1,Australia,India,3,92,4,-1
1062576,2,India,Australia,1,69,1,1
1062576,2,India,Australia,2,84,1,1
1062576,2,India,Australia,3,92,4,-1
1062576,2,India,Australia,4,87,4,-1
1062576,3,Australia,India,1,99,5,-1
1062576,3,Australia,India,2,38,5,-1
1072305,1,England,Australia,1,60,1,1
1072305,1,England,Australia,2,87,2,0
1072305,1,England,Australia,3,66,1,1
1072305,1,England,Australia,4,89,6,-1
1072305,2,Australia,England,1,83,4,-1
1072305,2,Australia,England,2,82,0,1
1072305,2,Australia,England,3,54,3,-1
1072305,2,Australia,England,4,75,1,1
1072305,2,Australia,England,5,34,2,-1
1072305,3,England,Australia,1,64,3,-1
1072305,3,England,Australia,2,99,3,0
1072305,3,England,Australia,3,32,4,-1
1072305,4,Australia,England,1,101,0,1
1072306,1,Australia,England,1,74,1,1
1072306,1,Australia,England,2,86,2,0
1072306,1,Australia,England,3,80,2,0
1072306,1,Australia,England,4,77,2,0
1072306,2,England,Australia,1,82,4,-1
1072306,2,England,Australia,2,87,3,-1
1072306,2,England,Australia,3,58,3,-1
1072306,3,Australia,England,1,56,4,-1
1072306,3,Australia,England,2,82,6,-1
1072306,4,England,Australia,1,81,2,0
1072306,4,England,Australia,2,88,2,0
1072306,4,England,Australia,3,64,6,-1
1072307,1,England,Australia,1,111,2,1
1072307,1,England,Australia,2,81,2,0
1072307,1,England,Australia,3,113,0,1
1072307,1,England,Australia,4,98,6,-1
1072307,2,Australia,England,1,110,2,1
1072307,2,Australia,England,2,91,1,1
1072307,2,Australia,England,3,114,1,1
1072307,2,Australia,England,4,127,0,1
1072307,2,Australia,England,5,98,0,1
1072307,2,Australia,England,6,122,5,-1
1072307,3,England,Australia,1,100,4,-1
1072307,3,England,Australia,2,88,2,0
1072307,3,England,Australia,3,30,4,-1
1072308,1,Australia,England,1,110,0,1
1072308,1,Australia,England,2,62,3,-1
1072308,1,Australia,England,3,73,0,1
1072308,1,Australia,England,4,82,7,-1
1072308,2,England,Australia,1,92,2,1
1072308,2,England,Australia,2,105,0,1
1072308,2,England,Australia,3,82,3,-1
1072308,2,England,Australia,4,94,3,0
1072308,2,England,Australia,5,118,2,1
1072308,3,Australia,England,1,76,2,0
1072308,3,Australia,England,2,52,0,-1
1072308,3,Australia,England,3,76,2,0
1072308,3,Australia,England,4,53,0,-1
1072309,1,England,Australia,1,90,2,1
1072309,1,England,Australia,2,81,1,1
1072309,1,England,Australia,3,85,3,-1
1072309,1,England,Australia,4,90,4,-1
1072309,2,Australia,England,1,84,1,1
